Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
AE,West_Bengal,17,50,2021,5,0,4,6,Santosh Kumar Sarkar,M,Bahujan Mukti Party,1469,,206489,248304,MALDAHA,SC,JALPAIGURI DIVISION,7,83.16,0.71,yes,229,0.11,2.78,DUMWB1616,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,60,MALDAH
AE,West_Bengal,17,50,2021,5,0,4,7,Mukul Sarkar,M,BSP,1240,,206489,248304,MALDAHA,SC,JALPAIGURI DIVISION,7,83.16,0.6,yes,309,0.15,2.78,DUMWB1520,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,44,MALDAH
AE,West_Bengal,17,50,2021,5,0,4,8,Mirana Sarkar,F,IND,931,,206489,248304,MALDAHA,SC,JALPAIGURI DIVISION,7,83.16,0.45,yes,0,0,2.78,DUMWB1712,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,1,SREERUPA MITRA CHAUDHURY(NIRBHOY DIDI),F,BJP,107755,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,49.96,no,20099,9.32,2.38,GEDL15404,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,56,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,2,KRISHNENDU NARAYAN CHOUDHURY,M,AITC,87656,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,40.64,no,76703,35.56,2.38,AEWB113174,,,TRUE,7,AITC,,ENGLISHBAZAR,TRUE,TRUE,2,FALSE,FALSE,TRUE,63,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,3,KOUSHIK MISRA(SAHEB),M,CPM,10953,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,5.08,yes,7757,3.6,2.38,DUMWB1214,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,4,None Of The Above,,NOTA,3196,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,1.48,yes,1409,0.65,2.38,,,,TRUE,,,,,,,,,FALSE,FALSE,,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,5,MD. ANISUR RAHAMAN,M,IND,1787,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.83,yes,658,0.31,2.38,DUMWB2043,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,6,NARESH PAL,M,IND,1129,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.52,yes,72,0.03,2.38,DUMWB2033,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,7,SATISH RAJBANSHI,M,IND,1057,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.49,yes,18,0.01,2.38,AEWB102532,,,TRUE,4,IND,,GAZOLE,FALSE,TRUE,0,FALSE,FALSE,FALSE,48,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,8,SURESH CHANDRA SARKAR,M,BSP,1039,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.48,yes,679,0.31,2.38,DUMWB1397,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,61,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,9,ADITYA PRAKASH DASGUPTA,M,IND,360,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.17,yes,85,0.04,2.38,DUMWB1970,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,10,UMA DAS (PAUL),F,JD(U),275,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.13,yes,8,0,2.38,AEWB101543,,,TRUE,2,FDLP,,SINGUR,FALSE,FALSE,0,TRUE,FALSE,TRUE,40,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,11,GAUTAM SARKAR,M,SUCI,267,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.12,yes,66,0.03,2.38,AEWB102490,,,TRUE,2,SUCI,,GAZOLE,FALSE,TRUE,0,FALSE,FALSE,FALSE,45,MALDAH
AE,West_Bengal,17,51,2021,5,0,4,12,FIROZ AKHTAR,M,Bahujan Mukti Party,201,,215675,278183,ENGLISHBAZAR,GEN,JALPAIGURI DIVISION,11,77.53,0.09,yes,0,0,2.38,AEWB102546,,,TRUE,2,BSP,,MOTHABARI,FALSE,FALSE,0,TRUE,FALSE,FALSE,54,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,1,YEASMIN SABINA,F,AITC,97397,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,59.7,no,56573,34.68,2.33,AEWB102541,,,TRUE,3,INC,,MOTHABARI,TRUE,FALSE,3,TRUE,TRUE,TRUE,43,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,2,SHYAMCHAND GHOSH,M,BJP,40824,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,25.02,no,23921,14.66,2.33,AEWB100558,,,TRUE,2,BJP,,MOTHABARI,TRUE,TRUE,0,FALSE,FALSE,TRUE,63,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,3,DULAL SK,M,INC,16903,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,10.36,yes,13318,8.16,2.33,DUMWB1141,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,57,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,4,MD. ALI KALIMULLAH (NUR HOQUE),M,RSSCMJP,3585,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,2.2,yes,1446,0.89,2.33,DUMWB1589,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,5,None Of The Above,,NOTA,2139,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,1.31,yes,1573,0.96,2.33,,,,TRUE,,,,,,,,,FALSE,FALSE,,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,6,SUBODH SARKAR,M,IND,566,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,0.35,yes,10,0.01,2.33,DUMWB2042,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,7,MST AKTARI KHATUN,F,Kamatapur People’s Party (United),556,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,0.34,yes,61,0.04,2.33,DUMWB1441,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,27,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,8,SAIDUR RAHAMAN,M,IND,495,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,0.3,yes,195,0.12,2.33,DUMWB1998,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,9,MD EBRAHIM,M,CPI(ML)(L),300,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,0.18,yes,105,0.06,2.33,DUMWB1805,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,60,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,10,MD FARUQUE HOSSAIN(SAHITYARATNA),M,IUML,195,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,0.12,yes,12,0.01,2.33,AEWB102545,,,TRUE,2,PBRML,,MOTHABARI,TRUE,FALSE,0,TRUE,FALSE,FALSE,45,MALDAH
AE,West_Bengal,17,52,2021,5,0,4,11,RAMCHANDRA CHOWDHURI,M,IND,183,,163143,198110,MOTHABARI,GEN,JALPAIGURI DIVISION,10,82.35,0.11,yes,0,0,2.33,DUMWB1934,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,1,Md Abdul Ghani,M,AITC,152445,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,73.44,no,130163,62.7,1.79,AEWB101507,,,TRUE,2,AITC,,JAGATBALLAVPUR,FALSE,TRUE,2,FALSE,TRUE,TRUE,71,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,2,Isha Khan Choudhury,M,INC,22282,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,10.73,yes,7493,3.61,1.79,AEWB102553,,,TRUE,3,INC,,SUJAPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,49,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,3,Sk Ziauddin,M,BJP,14789,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,7.12,yes,3616,1.74,1.79,DUMWB1480,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,4,Md. Nur Islam Sekh,M,RSSCMJP,11173,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,5.38,yes,8852,4.26,1.79,DUMWB1753,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,5,Md. Rahim Biswas,M,IND,2321,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,1.12,yes,794,0.38,1.79,DUMWB2048,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,27,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,6,None Of The Above,,NOTA,1527,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,0.74,yes,66,0.03,1.79,,,,TRUE,,,,,,,,,FALSE,FALSE,,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,7,Rafiqul Islam,M,BSP,1461,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,0.7,yes,915,0.44,1.79,DUMWB1277,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,27,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,8,Nasmul Hoque,M,Party for Democratic Socialism,546,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,0.26,yes,92,0.04,1.79,GEWB14014,,,TRUE,2,PDS,,SUJAPUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,41,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,9,Manjur Alahi Munshi,M,IND,454,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,0.22,yes,102,0.05,1.79,AEWB106058,,,TRUE,5,IND,,SUJAPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,56,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,10,Md. Saidul Hoque,M,IND,352,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,0.17,yes,111,0.05,1.79,DUMWB2007,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,MALDAH
AE,West_Bengal,17,53,2021,5,0,4,11,Md Monirul Hasan,M,Jamat-E-Seratul Mustakim,241,,207591,252421,SUJAPUR,GEN,JALPAIGURI DIVISION,10,82.24,0.12,yes,0,0,1.79,DUMWB1902,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,1,CHANDANA SARKAR,F,AITC,83061,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,39.81,no,2471,1.18,2.94,DUMWB1153,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,40,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,2,SWADHIN KUMAR SARKAR,M,BJP,80590,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,38.62,no,43147,20.68,2.94,AEWB100579,,,TRUE,3,BJP,,BAISHNAB NAGAR,TRUE,TRUE,1,FALSE,TRUE,TRUE,62,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,3,AZIZUL HOQUE,M,INC,37443,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,17.95,no,35161,16.85,2.94,AEWB100580,,,TRUE,2,INC,,BAISHNAB NAGAR,TRUE,TRUE,0,FALSE,FALSE,TRUE,61,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,4,NIKHIL CHANDRA MANDAL,M,BSP,2282,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,1.09,yes,577,0.28,2.94,GEWB121975,,,TRUE,2,BSP,,BAISHNAB NAGAR,TRUE,TRUE,0,FALSE,FALSE,TRUE,51,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,5,None Of The Above,,NOTA,1705,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,0.82,yes,359,0.17,2.94,,,,TRUE,,,,,,,,,FALSE,FALSE,,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,6,HARENDRANATH SARKAR,M,IND,1346,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,0.65,yes,99,0.05,2.94,DUMWB1904,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,66,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,7,KURBAN ANSARI,M,IND,1247,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,0.6,yes,269,0.13,2.94,DUMWB1688,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,MALDAH
AE,West_Bengal,17,54,2021,5,0,4,8,SAMIR GHOSH,M,IND,978,,208652,247659,BAISHNAB NAGAR,GEN,JALPAIGURI DIVISION,7,84.25,0.47,yes,0,0,2.94,DUMWB1779,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,42,MALDAH
AE,West_Bengal,17,55,2021,5,0,4,1,MANIRUL ISLAM,M,AITC,102319,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,54.89,no,59945,32.16,2.56,DUMWB1327,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,45,MURSHIDABAD
AE,West_Bengal,17,55,2021,5,0,4,2,GHOSH  HEMANTA,M,BJP,42374,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,22.73,no,6169,3.31,2.56,AEWB102560,,,TRUE,2,BJP,,FARAKKA,TRUE,TRUE,0,FALSE,FALSE,FALSE,55,MURSHIDABAD
AE,West_Bengal,17,55,2021,5,0,4,3,MAINUL HAQUE,M,INC,36205,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,19.42,no,34558,18.54,2.56,AEWB109960,,,TRUE,7,INC,,FARAKKA,TRUE,TRUE,5,FALSE,TRUE,TRUE,59,MURSHIDABAD
AE,West_Bengal,17,55,2021,5,0,4,4,ANUP KUMAR SINHA,M,IND,1647,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,0.88,yes,9,0,2.56,DUMWB1566,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,MURSHIDABAD
AE,West_Bengal,17,55,2021,5,0,4,5,None Of The Above,,NOTA,1638,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,0.88,yes,79,0.04,2.56,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,55,2021,5,0,4,6,MD MERAJ SORIF,M,RSSCMJP,1559,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,0.84,yes,877,0.47,2.56,DUMWB1465,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,MURSHIDABAD
AE,West_Bengal,17,55,2021,5,0,4,7,KANAI GHOSH,M,IND,682,,186424,228349,FARAKKA,GEN,PRESIDENCY DIVISION,6,81.64,0.37,yes,0,0,2.56,DUMWB1728,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,1,EMANI BISWAS,M,AITC,127351,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,58.87,no,70701,32.68,2.33,AEWB100601,,,TRUE,3,AITC,,SUTI,TRUE,TRUE,2,FALSE,FALSE,TRUE,46,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,2,KOUSHIK DAS,M,BJP,56650,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,26.19,no,37890,17.52,2.33,DUMWB1205,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,28,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,3,HUMAYUN REZA,M,INC,18760,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,8.67,yes,10754,4.97,2.33,AEWB109968,,,TRUE,7,INC,,SUTI,TRUE,TRUE,3,FALSE,TRUE,TRUE,73,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,4,MAIDUL ISLAM,M,IND,8006,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,3.7,yes,5282,2.44,2.33,DUMWB1847,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,5,None Of The Above,,NOTA,2724,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,1.26,yes,1736,0.8,2.33,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,6,MD. HASAN JAHANGIR,M,IND,988,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,0.46,yes,137,0.06,2.33,DUMWB1948,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,7,ANUP SINGHA,M,SUCI,851,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,0.39,yes,335,0.15,2.33,DUMWB1488,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,8,MAHFUJUR  RAHAMAN,M,Welfare Party Of India,516,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,0.24,yes,34,0.02,2.33,AEWB100604,,,TRUE,2,WPOI,,SUTI,TRUE,FALSE,0,TRUE,FALSE,TRUE,37,MURSHIDABAD
AE,West_Bengal,17,57,2021,5,0,4,9,ENAMUL HAQUE,M,IND,482,,216328,266480,SUTI,GEN,PRESIDENCY DIVISION,8,81.18,0.22,yes,0,0,2.33,DUMWB1767,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,1,Akhruzzaman,M,AITC,126834,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,66.59,no,98313,51.61,2.13,AEWB100618,,,TRUE,3,INC,,RAGHUNATHGANJ,TRUE,FALSE,3,TRUE,TRUE,TRUE,56,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,2,Golam Modaswer,M,BJP,28521,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,14.97,yes,12277,6.45,2.13,AEWB100621,,,TRUE,2,BJP,,RAGHUNATHGANJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,43,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,3,Nasir Saikh,M,IND,16244,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,8.53,yes,3445,1.81,2.13,DUMWB1842,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,4,Abul Kashem Biswas,M,INC,12799,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,6.72,yes,9861,5.18,2.13,DUMWB1230,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,54,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,5,None Of The Above,,NOTA,2938,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,1.54,yes,1577,0.83,2.13,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,6,Md. Jakir Hossain,M,SDPI,1361,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,0.71,yes,448,0.24,2.13,DUMWB1424,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,7,Rabiul Alam,M,SUCI,913,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,0.48,yes,45,0.02,2.13,AEWB100623,,,TRUE,3,SUCI,,RAGHUNATHGANJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,46,MURSHIDABAD
AE,West_Bengal,17,59,2021,5,0,4,8,M A Hannan,M,Welfare Party Of India,868,,190478,250169,RAGHUNATHGANJ,GEN,PRESIDENCY DIVISION,7,76.14,0.46,yes,0,0,2.13,AEWB100611,,,TRUE,2,WPOI,,JANGIPUR,FALSE,FALSE,0,TRUE,FALSE,TRUE,62,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,1,SUBRATA SAHA,M,AITC,95189,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,50.95,no,50206,26.87,2.78,AEWB100624,,,TRUE,3,AITC,,SAGARDIGHI,TRUE,TRUE,3,FALSE,TRUE,TRUE,71,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,2,KHATUN MAFUJA,F,BJP,44983,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,24.08,no,8639,4.62,2.78,AEWB102446,,,TRUE,5,CPM,,KUMARGANJ,FALSE,FALSE,2,TRUE,FALSE,TRUE,50,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,3,SK M HASANUZZAMAN (BAPPA),M,INC,36344,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,19.45,no,32894,17.61,2.78,DUMWB1438,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,4,NURE MAHABOOB ALAM,M,AIMIM,3450,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,1.85,yes,1745,0.93,2.78,DUMWB1764,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,5,None Of The Above,,NOTA,1705,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,0.91,yes,49,0.03,2.78,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,6,SUPAL MURMU,M,Bahujan Mukti Party,1656,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,0.89,yes,376,0.2,2.78,DUMWB1938,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,7,ABDUT TAWAB,M,SDPI,1280,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,0.69,yes,299,0.16,2.78,DUMWB1659,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,8,DHANANJAY BANERJEE,M,BSP,981,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,0.53,yes,283,0.15,2.78,GEWB14037,,,TRUE,2,BSP,,MURSHIDABAD,FALSE,TRUE,0,FALSE,FALSE,TRUE,46,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,9,MIRZA LUTFUL HOQUE,M,SUCI,698,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,0.37,yes,168,0.09,2.78,AEWB100631,,,TRUE,2,SUCI,,SAGARDIGHI,TRUE,TRUE,0,FALSE,FALSE,TRUE,44,MURSHIDABAD
AE,West_Bengal,17,60,2021,5,0,4,10,SANTA BHATTACHERJEE,F,IND,530,,186816,237016,SAGARDIGHI,GEN,PRESIDENCY DIVISION,9,78.82,0.28,yes,0,0,2.78,DUMWB2005,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,1,ALI MOHAMMAD,M,AITC,107860,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,56.64,no,60707,31.88,2.5,GEWB78543,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,57,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,2,ABU HENA,M,INC,47153,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,24.76,no,17689,9.29,2.5,AEWB107911,,,TRUE,7,INC,,LALGOLA,TRUE,TRUE,6,FALSE,TRUE,TRUE,71,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,3,KALPANA GHOSH,F,BJP,29464,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,15.47,yes,27773,14.58,2.5,DUMWB1334,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,4,ABHIJIT  HALDAR,M,IND,1691,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,0.89,yes,297,0.16,2.5,DUMWB1952,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,5,None Of The Above,,NOTA,1394,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,0.73,yes,440,0.23,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,6,NAJIMA KAYAL,F,SDPI,954,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,0.5,yes,102,0.05,2.5,DUMWB1722,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,7,BHARAT CHANDRA BISWAS,M,BSP,852,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,0.45,yes,199,0.1,2.5,AEWB102602,,,TRUE,3,BSP,,LALGOLA,TRUE,TRUE,0,FALSE,FALSE,FALSE,66,MURSHIDABAD
AE,West_Bengal,17,61,2021,5,0,4,8,MUNTASIR ZAMIL,M,SUCI,653,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,0.34,yes,236,0.12,2.5,DUMWB1838,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,54,MURSHIDABAD
