Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
AE,West_Bengal,17,61,2021,5,0,4,9,KAKALI DEBNATH,F,LJP,417,,190438,234906,LALGOLA,GEN,PRESIDENCY DIVISION,8,81.07,0.22,yes,0,0,2.5,DUMWB1553,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,1,IDRIS ALI,M,AITC,153795,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,68.05,no,106008,46.91,1.96,AEWB102693,,,TRUE,2,AITC,,JALANGI,FALSE,TRUE,1,FALSE,FALSE,FALSE,70,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,2,MD. KAMAL HOSSAIN,M,CPM,47787,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,21.15,no,31080,13.75,1.96,DUMWB1365,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,3,Mehebub Alam,M,BJP,16707,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,7.39,yes,13311,5.89,1.96,AEWB100640,,,TRUE,3,BJP,,BHAGABANGOLA,TRUE,TRUE,0,FALSE,FALSE,TRUE,41,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,4,None Of The Above,,NOTA,3396,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,1.5,yes,2569,1.14,1.96,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,5,MD. MOSARAF HOSSAIN,M,IND,827,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.37,yes,43,0.02,1.96,AEWB100661,,,TRUE,2,LJP,,MURSHIDABAD,FALSE,FALSE,0,FALSE,FALSE,TRUE,27,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,6,SEIKH RABIUL ALAM,M,BSP,784,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.35,yes,132,0.06,1.96,DUMWB1411,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,7,SYED IMRAN ALI MEERZA,M,IND,652,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.29,yes,35,0.02,1.96,AEWB100641,,,TRUE,2,IND,,BHAGABANGOLA,TRUE,TRUE,0,FALSE,FALSE,TRUE,47,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,8,REJAUL KARIM SK,M,IUML,617,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.27,yes,168,0.07,1.96,DUMWB1849,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,9,ABDUL MABUD NAYAN,M,SUCI,449,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.2,yes,28,0.01,1.96,DUMWB1551,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,10,MST. SIKHA KHATUN,F,Bahujan Maha Party,421,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.19,yes,131,0.06,1.96,DUMWB1939,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,11,MD. NURUL ISLAM,M,IND,290,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.13,yes,25,0.01,1.96,DUMWB2004,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,MURSHIDABAD
AE,West_Bengal,17,62,2021,5,0,4,12,ALI HOSSAIN,M,United Socialist Party,265,,225990,264440,BHAGABANGOLA,GEN,PRESIDENCY DIVISION,11,85.46,0.12,yes,0,0,1.96,DUMWB1737,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,1,ABDUL SOUMIK HOSSAIN,M,AITC,134957,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,60.79,no,79702,35.9,2.27,AEWB100732,,,TRUE,3,AITC,,DOMKAL,FALSE,TRUE,1,FALSE,FALSE,TRUE,38,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,2,FIROZA BEGAM,F,INC,55255,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,24.89,no,34117,15.37,2.27,AEWB102611,,,TRUE,3,INC,,RANINAGAR,TRUE,TRUE,2,FALSE,TRUE,TRUE,52,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,3,MST MASUARA KHATUN,F,BJP,21138,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,9.52,yes,18364,8.27,2.27,DUMWB1377,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,4,None Of The Above,,NOTA,2774,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,1.25,yes,20,0.01,2.27,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,5,GOLAM MASUM REJA,M,RSSCMJP,2754,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,1.24,yes,1361,0.61,2.27,DUMWB1734,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,6,MD SAHER ALAM,M,SDPI,1393,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.63,yes,509,0.23,2.27,DUMWB1958,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,7,FIROZA BIBI,F,IND,884,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.4,yes,56,0.03,2.27,DUMWB2045,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,8,HASIBUL ISLAM,M,IND,828,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.37,yes,241,0.11,2.27,DUMWB2077,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,9,RULIYA PARVIN,F,BSP,587,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.26,yes,86,0.04,2.27,DUMWB1527,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,10,NASRIN NAHER LUCY,F,SUCI,501,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.23,yes,5,0,2.27,DUMWB1884,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,35,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,11,SAFIUR RAHAMAN MANDAL,M,IND,496,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.22,yes,249,0.11,2.27,DUMWB2067,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,12,ABDUL HAI,M,Bahujan Maha Party,247,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.11,yes,45,0.02,2.27,DUMWB1577,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,30,MURSHIDABAD
AE,West_Bengal,17,63,2021,5,0,4,13,SAIRA BIBI,F,United Socialist Party,202,,222016,257231,RANINAGAR,GEN,PRESIDENCY DIVISION,12,86.31,0.09,yes,0,0,2.27,DUMWB2001,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,1,GOURI SANKAR GHOSH,M,BJP,95967,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,41.86,no,2491,1.09,2.7,AEWB100656,,,TRUE,2,BJP,,MURSHIDABAD,TRUE,TRUE,1,FALSE,FALSE,TRUE,48,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,2,SHAONI SINGHA ROY,F,AITC,93476,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,40.78,no,64641,28.2,2.7,AEWB102619,,,TRUE,3,INC,,MURSHIDABAD,TRUE,FALSE,2,TRUE,TRUE,TRUE,48,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,3,NEAJUDDIN SK,M,INC,28835,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,12.58,yes,25931,11.31,2.7,DUMWB1135,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,4,None Of The Above,,NOTA,2904,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,1.27,yes,626,0.27,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,5,BELLAL SK,M,IND,2278,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.99,yes,836,0.36,2.7,DUMWB1997,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,34,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,6,HABIB SAIKH,M,RSSCMJP,1442,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.63,yes,343,0.15,2.7,DUMWB1852,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,7,MADAN MOHAN MANDAL,M,BSP,1099,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.48,yes,95,0.04,2.7,DUMWB1278,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,8,MILIA SAJEM,F,SUCI,1004,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.44,yes,251,0.11,2.7,AEWB100658,,,TRUE,2,SUCI,,MURSHIDABAD,TRUE,TRUE,0,FALSE,FALSE,TRUE,39,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,9,GOURI DAS SARKAR,F,IND,753,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.33,yes,53,0.02,2.7,DUMWB1935,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,10,SUBIR GHOSH,M,IND,700,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.31,yes,165,0.07,2.7,DUMWB2065,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,11,MAHIRAM MURMU,M,IND,535,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.23,yes,297,0.13,2.7,DUMWB2041,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,MURSHIDABAD
AE,West_Bengal,17,64,2021,5,0,4,12,SUJAT SK,M,Democratic Socialist Party of India,238,,229231,269209,MURSHIDABAD,GEN,PRESIDENCY DIVISION,11,85.15,0.1,yes,0,0,2.7,DUMWB1724,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,MURSHIDABAD
AE,West_Bengal,17,65,2021,5,0,4,1,KANAI CHANDRA MONDAL,M,AITC,100455,,208516,252533,NABAGRAM,SC,PRESIDENCY DIVISION,4,82.57,48.18,no,35533,17.04,2.7,AEWB102625,,,TRUE,3,CPM,,NABAGRAM,TRUE,FALSE,3,TRUE,TRUE,TRUE,67,MURSHIDABAD
AE,West_Bengal,17,65,2021,5,0,4,2,MOHAN HALDER,M,BJP,64922,,208516,252533,NABAGRAM,SC,PRESIDENCY DIVISION,4,82.57,31.14,no,25793,12.37,2.7,DUMWB1391,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,MURSHIDABAD
AE,West_Bengal,17,65,2021,5,0,4,3,KRIPALINI GHOSH,F,CPM,39129,,208516,252533,NABAGRAM,SC,PRESIDENCY DIVISION,4,82.57,18.77,no,36500,17.5,2.7,DUMWB1238,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,MURSHIDABAD
AE,West_Bengal,17,65,2021,5,0,4,4,None Of The Above,,NOTA,2629,,208516,252533,NABAGRAM,SC,PRESIDENCY DIVISION,4,82.57,1.26,yes,1248,0.6,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,65,2021,5,0,4,5,BARUN MANDAL,M,SUCI,1381,,208516,252533,NABAGRAM,SC,PRESIDENCY DIVISION,4,82.57,0.66,yes,0,0,2.7,AEWB100668,,,TRUE,3,SUCI,,NABAGRAM,TRUE,TRUE,0,FALSE,FALSE,TRUE,53,MURSHIDABAD
AE,West_Bengal,17,66,2021,5,0,4,1,ASHIS MARJIT,M,AITC,93255,,185936,229494,KHARGRAM,SC,PRESIDENCY DIVISION,5,81.02,50.15,no,32573,17.52,2.63,AEWB100669,,,TRUE,4,INC,,KHARGRAM,TRUE,FALSE,3,TRUE,TRUE,TRUE,48,MURSHIDABAD
AE,West_Bengal,17,66,2021,5,0,4,2,ADITYA MOULIK,M,BJP,60682,,185936,229494,KHARGRAM,SC,PRESIDENCY DIVISION,5,81.02,32.64,no,33259,17.89,2.63,DUMWB1047,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,MURSHIDABAD
AE,West_Bengal,17,66,2021,5,0,4,3,BIPAD TARAN BAGDI,M,INC,27423,,185936,229494,KHARGRAM,SC,PRESIDENCY DIVISION,5,81.02,14.75,yes,25738,13.84,2.63,DUMWB1347,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,MURSHIDABAD
AE,West_Bengal,17,66,2021,5,0,4,4,None Of The Above,,NOTA,1685,,185936,229494,KHARGRAM,SC,PRESIDENCY DIVISION,5,81.02,0.91,yes,174,0.09,2.63,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,66,2021,5,0,4,5,TULU BALA DAS,F,CPI(ML)(L),1511,,185936,229494,KHARGRAM,SC,PRESIDENCY DIVISION,5,81.02,0.81,yes,131,0.07,2.63,DUMWB1508,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,MURSHIDABAD
AE,West_Bengal,17,66,2021,5,0,4,6,MANIK KUMAR DAS,M,JD(U),1380,,185936,229494,KHARGRAM,SC,PRESIDENCY DIVISION,5,81.02,0.74,yes,0,0,2.63,DUMWB1608,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,MURSHIDABAD
AE,West_Bengal,17,67,2021,5,0,4,1,JIBAN KRISHNA SAHA,M,AITC,81890,,176803,217953,BURWAN,SC,PRESIDENCY DIVISION,4,81.12,46.32,no,2749,1.55,2.44,DUMWB1224,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,44,MURSHIDABAD
AE,West_Bengal,17,67,2021,5,0,4,2,AMIYA KUMAR DAS,M,BJP,79141,,176803,217953,BURWAN,SC,PRESIDENCY DIVISION,4,81.12,44.76,no,66881,37.83,2.44,AEWB100680,,,TRUE,2,BJP,,BURWAN,TRUE,TRUE,0,FALSE,FALSE,TRUE,37,MURSHIDABAD
AE,West_Bengal,17,67,2021,5,0,4,3,SHILADITYA HALDAR,M,INC,12260,,176803,217953,BURWAN,SC,PRESIDENCY DIVISION,4,81.12,6.93,yes,10252,5.8,2.44,DUMWB1352,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,43,MURSHIDABAD
AE,West_Bengal,17,67,2021,5,0,4,4,None Of The Above,,NOTA,2008,,176803,217953,BURWAN,SC,PRESIDENCY DIVISION,4,81.12,1.14,yes,504,0.29,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,67,2021,5,0,4,5,NARESH KUMAR DAS,M,IND,1504,,176803,217953,BURWAN,SC,PRESIDENCY DIVISION,4,81.12,0.85,yes,0,0,2.44,DUMWB1491,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,1,APURBA SARKAR (DAVID),M,AITC,95399,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,51.16,no,38080,20.42,2.7,AEWB100683,,,TRUE,4,INC,,KANDI,TRUE,FALSE,4,TRUE,TRUE,TRUE,57,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,2,GOUTAM ROY,M,BJP,57319,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,30.74,no,29764,15.96,2.7,DUMWB2087,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,59,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,3,SHAFIUL ALAM KHAN (BONU),M,INC,27555,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,14.78,yes,24424,13.1,2.7,DUMWB2090,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,4,None Of The Above,,NOTA,3131,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,1.68,yes,1362,0.73,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,5,SYED AZIZUR HOSSAIN(NASHIM),M,IND,1769,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,0.95,yes,1296,0.69,2.7,DUMWB2105,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,44,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,6,SUFAL BAGDI,M,IND,473,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,0.25,yes,113,0.06,2.7,DUMWB2102,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,7,SHER ALAM,M,"Justice and Development Party,",360,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,0.19,yes,96,0.05,2.7,DUMWB2093,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,8,SUKHEN HALDAR,M,SUCI,264,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,0.14,yes,53,0.03,2.7,AEWB100690,,,TRUE,2,SUCI,,KANDI,TRUE,TRUE,0,FALSE,FALSE,TRUE,43,MURSHIDABAD
AE,West_Bengal,17,68,2021,5,0,4,9,BODON DAS,M,IND,211,,186481,239601,KANDI,GEN,PRESIDENCY DIVISION,8,77.83,0.11,yes,0,0,2.7,DUMWB2099,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,1,HUMAYUN KABIR,M,AITC,96226,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,50.9,no,43083,22.79,2.7,AEWB100699,,,TRUE,3,IND,,REJINAGAR,FALSE,FALSE,2,FALSE,FALSE,TRUE,61,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,2,IMAN KALYAN MUKHERJEE,M,BJP,53143,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,28.11,no,23027,12.18,2.7,AEWB100695,,,TRUE,2,BJP,,BHARATPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,38,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,3,KAMALESH CHATTERJEE (GOPAL),M,INC,30116,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,15.93,yes,27535,14.57,2.7,AEWB100692,,,TRUE,2,INC,,BHARATPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,46,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,4,BADAN GHOSH,M,Amra Bangalee,2581,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,1.37,yes,137,0.07,2.7,AEWB100697,,,TRUE,2,AMB,,BHARATPUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,64,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,5,None Of The Above,,NOTA,2444,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,1.29,yes,368,0.19,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,6,SAJJAD HOSSAIN,M,AIMIM,2076,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,1.1,yes,626,0.33,2.7,DUMWB1820,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,7,SHYAMAPADA GHOSH,M,BSP,1450,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,0.77,yes,439,0.23,2.7,DUMWB1378,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,MURSHIDABAD
AE,West_Bengal,17,69,2021,5,0,4,8,BASUDEB SAHA,M,IND,1011,,189047,243210,BHARATPUR,GEN,PRESIDENCY DIVISION,7,77.73,0.53,yes,0,0,2.7,DUMWB1897,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,37,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,1,RABIUL ALAM CHOWDHURY,M,AITC,118494,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,56.31,no,68268,32.44,2.44,AEWB100698,,,TRUE,2,INC,,REJINAGAR,TRUE,FALSE,2,TRUE,TRUE,TRUE,61,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,2,ARABINDA BISWAS,M,BJP,50226,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,23.87,no,12944,6.15,2.44,AEWB125013,,,TRUE,2,BJP,,REJINAGAR,TRUE,TRUE,0,FALSE,FALSE,FALSE,53,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,3,KAFIRUDDIN SK,M,INC,37282,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,17.72,no,35722,16.97,2.44,DUMWB1203,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,4,None Of The Above,,NOTA,1560,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,0.74,yes,222,0.11,2.44,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,5,Md. Babar Ali,M,SUCI,1338,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,0.64,yes,299,0.14,2.44,AEWB121295,,,TRUE,2,SUCI,,REJINAGAR,TRUE,TRUE,0,FALSE,FALSE,TRUE,56,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,6,MUJIBUR RAHAMAN,M,IUML,1039,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,0.49,yes,533,0.25,2.44,AEWB100688,,,TRUE,3,IUML,,KANDI,FALSE,TRUE,0,FALSE,FALSE,TRUE,43,MURSHIDABAD
AE,West_Bengal,17,70,2021,5,0,4,7,HASANUR ZAMAN SK,M,HAM,506,,210445,260904,REJINAGAR,GEN,PRESIDENCY DIVISION,6,80.66,0.24,yes,0,0,2.44,DUMWB1720,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,1,HASANUZZAMAN SK,M,AITC,112862,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,55.19,no,53832,26.32,2.5,AEWB100775,,,TRUE,2,INC,,KALIGANJ,FALSE,FALSE,2,TRUE,TRUE,TRUE,47,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,2,SUMIT GHOSH,M,BJP,59030,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,28.86,no,32081,15.69,2.5,DUMWB1116,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,3,SAFIUJJAMAN SEIKH,M,INC,26949,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,13.18,yes,24981,12.21,2.5,AEWB102657,,,TRUE,3,INC,,BELDANGA,TRUE,TRUE,2,FALSE,TRUE,TRUE,63,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,4,KAJAL GHOSH BISWAS,F,IND,1968,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,0.96,yes,600,0.29,2.5,DUMWB1765,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,5,None Of The Above,,NOTA,1368,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,0.67,yes,192,0.09,2.5,,,,TRUE,,,,,,,,,FALSE,FALSE,,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,6,MD: SAGIR HOSSAIN,M,Democratic Socialist Party of India,1176,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,0.58,yes,496,0.24,2.5,DUMWB1468,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,7,MUKTI PADA KONAI,M,IND,680,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,0.33,yes,202,0.1,2.5,DUMWB1858,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,MURSHIDABAD
AE,West_Bengal,17,71,2021,5,0,4,8,SARIFUL ISLAM,M,SUCI,478,,204511,254083,BELDANGA,GEN,PRESIDENCY DIVISION,7,80.49,0.23,yes,0,0,2.5,DUMWB1632,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,MURSHIDABAD
AE,West_Bengal,17,72,2021,5,0,4,1,Subrata Maitra (Kanchan),M,BJP,89340,,197607,263899,BAHARAMPUR,GEN,PRESIDENCY DIVISION,7,74.88,45.21,no,26852,13.59,2.94,DUMWB1410,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,54,MURSHIDABAD
